1;NoActivity
2;NoActivity
3;NoActivity
4;NoActivity
5;NoActivity
6;NoActivity
7;NoActivity
8;NoActivity
9;NoActivity
10;NoActivity
11;NoActivity
12;NoActivity
13;NoActivity
14;NoActivity
15;NoActivity
16;NoActivity
17;NoActivity
18;NoActivity
19;NoActivity
20;NoActivity
21;NoActivity
22;NoActivity
23;NoActivity
24;NoActivity
25;NoActivity
26;NoActivity
27;NoActivity
28;NoActivity
29;NoActivity
30;NoActivity
31;NoActivity
32;NoActivity
33;NoActivity
34;NoActivity
35;NoActivity
36;NoActivity
37;NoActivity
38;NoActivity
39;NoActivity
40;NoActivity
41;NoActivity
42;NoActivity
43;NoActivity
44;NoActivity
45;NoActivity
46;NoActivity
47;NoActivity
48;NoActivity
49;NoActivity
50;NoActivity
51;NoActivity
52;NoActivity
53;NoActivity
54;NoActivity
55;NoActivity
56;NoActivity
57;NoActivity
58;NoActivity
59;NoActivity
60;NoActivity
61;NoActivity
62;NoActivity
63;NoActivity
64;NoActivity
65;NoActivity
66;NoActivity
67;NoActivity
68;NoActivity
69;NoActivity
70;NoActivity
71;NoActivity
72;NoActivity
73;NoActivity
74;NoActivity
75;NoActivity
76;NoActivity
77;NoActivity
78;NoActivity
79;NoActivity
80;NoActivity
81;NoActivity
82;NoActivity
83;NoActivity
84;NoActivity
85;NoActivity
86;NoActivity
87;NoActivity
88;NoActivity
89;NoActivity
90;NoActivity
91;NoActivity
92;NoActivity
93;NoActivity
94;NoActivity
95;NoActivity
96;NoActivity
97;NoActivity
98;NoActivity
99;NoActivity
100;NoActivity
101;NoActivity
102;NoActivity
103;NoActivity
104;NoActivity
105;NoActivity
106;NoActivity
107;NoActivity
108;NoActivity
109;NoActivity
110;NoActivity
111;NoActivity
112;NoActivity
113;NoActivity
114;NoActivity
115;NoActivity
116;NoActivity
117;NoActivity
118;NoActivity
119;NoActivity
120;NoActivity
121;NoActivity
122;NoActivity
123;NoActivity
124;NoActivity
125;NoActivity
126;NoActivity
127;NoActivity
128;NoActivity
129;NoActivity
130;NoActivity
131;NoActivity
132;NoActivity
133;NoActivity
134;NoActivity
135;NoActivity
136;NoActivity
137;NoActivity
138;NoActivity
139;NoActivity
140;NoActivity
141;NoActivity
142;NoActivity
143;NoActivity
144;NoActivity
145;NoActivity
146;NoActivity
147;NoActivity
148;NoActivity
149;NoActivity
150;NoActivity
151;NoActivity
152;NoActivity
153;NoActivity
154;NoActivity
155;NoActivity
156;NoActivity
157;NoActivity
158;NoActivity
159;Traj1
160;Traj1
161;Traj1
162;Traj1
163;Traj1
164;Traj1
165;Traj1
166;Traj1
167;Traj1
168;Traj1
169;Traj1
170;Traj1
171;Traj1
172;Traj1
173;Traj1
174;Traj1
175;Traj1
176;Traj1
177;Traj1
178;Traj1
179;Traj1
180;Traj1
181;Traj1
182;Traj1
183;Traj1
184;Traj1
185;Traj1
186;Traj1
187;Traj1
188;Traj1
189;Traj1
190;Traj1
191;Traj1
192;Traj1
193;Traj1
194;Traj1
195;Traj1
196;Traj1
197;Traj1
198;Traj1
199;Traj1
200;Traj1
201;Traj1
202;Traj1
203;Traj1
204;Traj1
205;Traj1
206;Traj1
207;Traj1
208;Traj1
209;Traj1
210;Traj1
211;Traj1
212;Traj1
213;Traj1
214;Traj1
215;Traj1
216;Traj1
217;Traj1
218;Traj1
219;Traj1
220;Traj1
221;Traj1
222;Traj1
223;Traj1
224;Traj1
225;Traj1
226;Traj1
227;Traj1
228;Traj1
229;Traj1
230;Traj1
231;Traj1
232;Traj1
233;Traj1
234;Traj1
235;Traj1
236;Traj1
237;Traj1
238;Traj1
239;Traj1
240;Traj1
241;Traj1
242;Traj1
243;Traj1
244;Traj1
245;Traj1
246;Traj1
247;Traj1
248;Traj1
249;Traj1
250;Traj1
251;Traj1
252;Traj1
253;Traj1
254;Traj1
255;Traj1
256;Traj1
257;Traj1
258;Traj1
259;Traj1
260;Traj1
261;Traj1
262;Traj1
263;Traj1
264;Traj1
265;Traj1
266;Traj1
267;Traj1
268;Traj1
269;Traj1
270;Traj1
271;Traj1
272;Traj1
273;Traj1
274;Traj1
275;Traj1
276;Traj1
277;Traj1
278;Traj1
279;Traj1
280;Traj1
281;Traj1
282;Traj1
283;Traj1
284;Traj1
285;Traj1
286;Traj1
287;Traj1
288;Traj1
289;Traj1
290;Traj1
291;Traj1
292;Traj1
293;Traj1
294;Traj1
295;Traj1
296;Traj1
297;Traj1
298;Traj1
299;Traj1
300;Traj1
301;Traj1
302;Traj1
303;Traj1
304;Traj1
305;Traj1
306;Traj1
307;Traj1
308;Traj1
309;Traj2
310;Traj2
311;Traj2
312;Traj2
313;Traj2
314;Traj2
315;Traj2
316;Traj2
317;Traj2
318;Traj2
319;Traj2
320;Traj2
321;Traj2
322;Traj2
323;Traj2
324;Traj2
325;Traj2
326;Traj2
327;Traj2
328;Traj2
329;Traj2
330;Traj2
331;Traj2
332;Traj2
333;Traj2
334;Traj2
335;Traj2
336;Traj2
337;Traj2
338;Traj2
339;Traj2
340;Traj2
341;Traj2
342;Traj2
343;Traj2
344;Traj2
345;Traj2
346;Traj2
347;Traj2
348;Traj2
349;Traj2
350;Traj2
351;Traj2
352;Traj2
353;Traj2
354;Traj2
355;Traj2
356;Traj2
357;Traj2
358;Traj2
359;Traj2
360;Traj2
361;Traj2
362;Traj2
363;Traj2
364;Traj2
365;Traj2
366;Traj2
367;Traj2
368;Traj2
369;Traj2
370;Traj2
371;Traj2
372;Traj2
373;Traj2
374;Traj2
375;Traj2
